Fund Holdings as of,"27/May/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","398’250’324.36","1.34","398’250’324.36","3’005’436.00","132.51","United States","NASDAQ","USD"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","377’744’230.85","1.28","377’744’230.85","1’189’933.00","317.45","United States","NASDAQ","USD"
"KLAC","KLA CORP","Information Technology","Equity","336’159’125.64","1.14","336’159’125.64","171’756.00","1’957.19","United States","NASDAQ","USD"
"QCOM","QUALCOMM INC","Information Technology","Equity","327’436’393.20","1.11","327’436’393.20","1’402’898.00","233.40","United States","NASDAQ","USD"
"LIN","LINDE PLC","Materials","Equity","309’778’861.59","1.05","309’778’861.59","609’957.00","507.87","United States","NASDAQ","USD"
"SNDK","SANDISK CORP","Information Technology","Equity","308’063’594.52","1.04","308’063’594.52","193’758.00","1’589.94","United States","NASDAQ","USD"
"TMUS","T MOBILE US INC","Communication","Equity","275’328’907.88","0.93","275’328’907.88","1’442’948.00","190.81","United States","NASDAQ","USD"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","266’524’307.28","0.90","266’524’307.28","639’331.00","416.88","United States","NASDAQ","USD"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","265’361’487.54","0.90","265’361’487.54","1’067’982.00","248.47","United States","NASDAQ","USD"
"PEP","PEPSICO INC","Consumer Staples","Equity","264’374’229.44","0.89","264’374’229.44","1’789’456.00","147.74","United States","NASDAQ","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","249’896’833.20","0.84","249’896’833.20","287’020.00","870.66","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","238’339’465.02","0.80","238’339’465.02","709’217.00","336.06","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","235’285’019.20","0.79","235’285’019.20","443’432.00","530.60","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","229’500’986.76","0.77","229’500’986.76","404’172.00","567.83","United States","NASDAQ","USD"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","227’880’287.20","0.77","227’880’287.20","1’146’856.00","198.70","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","217’053’201.64","0.73","217’053’201.64","1’623’556.00","133.69","United States","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","212’687’423.04","0.72","212’687’423.04","329’564.00","645.36","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","195’709’794.50","0.66","195’709’794.50","467’590.00","418.55","United States","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","192’239’061.85","0.65","192’239’061.85","830’227.00","231.55","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","184’282’347.10","0.62","184’282’347.10","115’330.00","1’597.87","Netherlands","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","175’515’286.06","0.59","175’515’286.06","1’042’438.00","168.37","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","172’022’871.80","0.58","172’022’871.80","1’613’723.00","106.60","Canada","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","152’412’531.70","0.51","152’412’531.70","1’492’777.00","102.10","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","145’799’753.40","0.49","145’799’753.40","333’470.00","437.22","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","137’132’526.44","0.46","137’132’526.44","475’033.00","288.68","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","136’074’527.35","0.46","136’074’527.35","363’787.00","374.05","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","134’118’376.38","0.45","134’118’376.38","347’583.00","385.86","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","132’208’399.20","0.45","132’208’399.20","251’385.00","525.92","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","127’701’404.80","0.43","127’701’404.80","536’020.00","238.24","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","124’773’838.97","0.42","124’773’838.97","975’329.00","127.93","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","119’023’343.66","0.40","119’023’343.66","4’719’403.00","25.22","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","115’174’750.32","0.39","115’174’750.32","1’290’618.00","89.24","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","115’014’748.35","0.39","115’014’748.35","528’439.00","217.65","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","114’306’580.48","0.39","114’306’580.48","2’424’832.00","47.14","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","112’384’831.86","0.38","112’384’831.86","66’258.00","1’696.17","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","111’716’145.09","0.38","111’716’145.09","363’033.00","307.73","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","108’692’988.92","0.37","108’692’988.92","330’133.00","329.24","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","104’552’236.50","0.35","104’552’236.50","1’679’554.00","62.25","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","104’507’445.68","0.35","104’507’445.68","64’504.00","1’620.17","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","99’898’544.42","0.34","99’898’544.42","427’886.00","233.47","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","97’883’988.46","0.33","97’883’988.46","1’099’573.00","89.02","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","94’878’118.45","0.32","94’878’118.45","427’745.00","221.81","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","91’602’232.47","0.31","91’602’232.47","706’971.00","129.57","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’626’619.90","0.30","88’626’619.90","3’265’535.00","27.14","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","88’485’339.66","0.30","88’485’339.66","520’931.00","169.86","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","85’660’772.66","0.29","85’660’772.66","136’459.00","627.74","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","84’655’626.51","0.29","84’655’626.51","93’821.00","902.31","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","83’983’048.90","0.28","83’983’048.90","532’955.00","157.58","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","82’051’548.80","0.28","82’051’548.80","1’298’284.00","63.20","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","77’675’837.28","0.26","77’675’837.28","691’928.00","112.26","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","76’269’199.05","0.26","76’269’199.05","880’605.00","86.61","China","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","73’888’946.10","0.25","73’888’946.10","559’341.00","132.10","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","70’857’322.44","0.24","70’857’322.44","367’441.00","192.84","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","68’250’388.70","0.23","68’250’388.70","704’702.00","96.85","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","67’446’346.14","0.23","67’446’346.14","1’504’827.00","44.82","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","67’085’577.00","0.23","67’085’577.00","828’217.00","81.00","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","65’816’417.56","0.22","65’816’417.56","327’967.00","200.68","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","65’808’975.00","0.22","65’808’975.00","277’675.00","237.00","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","65’681’870.32","0.22","65’681’870.32","944’791.00","69.52","Spain","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","63’624’846.31","0.21","63’624’846.31","63’624’846.00","100.00","United States","-","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","63’030’946.20","0.21","63’030’946.20","408’761.00","154.20","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","62’356’730.95","0.21","62’356’730.95","1’350’005.00","46.19","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","59’899’535.85","0.20","59’899’535.85","272’953.00","219.45","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","57’716’202.50","0.19","57’716’202.50","104’750.00","550.99","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","56’451’238.20","0.19","56’451’238.20","596’106.00","94.70","Netherlands","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","54’394’868.03","0.18","54’394’868.03","179’693.00","302.71","United Kingdom","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","53’508’940.32","0.18","53’508’940.32","1’222’782.00","43.76","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","53’144’409.50","0.18","53’144’409.50","1’765’595.00","30.10","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","52’649’515.38","0.18","52’649’515.38","241’003.00","218.46","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","52’123’412.19","0.18","52’123’412.19","176’313.00","295.63","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","48’088’184.76","0.16","48’088’184.76","585’228.00","82.17","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","44’205’347.02","0.15","44’205’347.02","468’153.00","94.42","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","43’290’502.74","0.15","43’290’502.74","136’727.00","316.62","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","41’223’996.72","0.14","41’223’996.72","105’346.00","391.32","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","41’211’606.15","0.14","41’211’606.15","1’254’539.00","32.85","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","38’274’722.74","0.13","38’274’722.74","1’569’923.00","24.38","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","37’773’266.08","0.13","37’773’266.08","591’316.00","63.88","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","36’271’022.40","0.12","36’271’022.40","516’240.00","70.26","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","35’435’812.50","0.12","35’435’812.50","284’625.00","124.50","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","33’137’711.28","0.11","33’137’711.28","623’358.00","53.16","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","30’564’558.50","0.10","30’564’558.50","178’219.00","171.50","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","30’279’418.40","0.10","30’279’418.40","284’581.00","106.40","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","26’907’379.78","0.09","26’907’379.78","212’858.00","126.41","United States","NASDAQ","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","24’608’937.54","0.08","24’608’937.54","167’203.00","147.18","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","24’087’557.85","0.08","24’087’557.85","24’087’558.00","1.00","Ireland","-","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’711’000.00","0.02","5’711’000.00","5’711’000.00","100.00","United States","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’415’212.94","0.01","4’415’212.94","3’797’543.00","116.27","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","571’788.95","0.00","571’788.95","426’088.00","134.20","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.81","0.00","75.81","105.00","72.20","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","93’747’420.00","156.00","30’047.25","-","Index And Options Market","USD"
 
