Fund Holdings as of,"18/May/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","164’892’030.09","0.58","164’892’030.09","1’610’431.00","102.39","Canada","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","161’324’283.24","0.56","161’324’283.24","1’040’332.00","155.07","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","158’806’070.80","0.56","158’806’070.80","1’489’738.00","106.60","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","146’058’417.44","0.51","146’058’417.44","362’284.00","403.16","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","145’295’133.74","0.51","145’295’133.74","332’803.00","436.58","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","136’748’482.64","0.48","136’748’482.64","534’926.00","255.64","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","125’607’517.62","0.44","125’607’517.62","363’038.00","345.99","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","125’045’619.97","0.44","125’045’619.97","250’879.00","498.43","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","124’597’027.74","0.44","124’597’027.74","346’893.00","359.18","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","124’211’580.00","0.43","124’211’580.00","474’090.00","262.00","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","123’125’612.50","0.43","123’125’612.50","973’325.00","126.50","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","117’574’320.14","0.41","117’574’320.14","527’381.00","222.94","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","117’412’397.19","0.41","117’412’397.19","4’709’683.00","24.93","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","114’036’863.80","0.40","114’036’863.80","1’287’970.00","88.54","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","111’796’377.00","0.39","111’796’377.00","2’419’835.00","46.20","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","104’860’369.20","0.37","104’860’369.20","66’120.00","1’585.91","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","103’315’482.04","0.36","103’315’482.04","1’676’111.00","61.64","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","100’667’769.84","0.35","100’667’769.84","1’097’316.00","91.74","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","96’098’642.88","0.34","96’098’642.88","329’466.00","291.68","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","95’669’116.78","0.33","95’669’116.78","64’366.00","1’486.33","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","95’377’684.46","0.33","95’377’684.46","95’377’684.00","100.00","United States","-","USD"
"CTAS","CINTAS CORP","Industrials","Equity","90’727’050.96","0.32","90’727’050.96","519’896.00","174.51","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","90’138’547.80","0.32","90’138’547.80","427’035.00","211.08","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","90’082’325.76","0.32","90’082’325.76","705’532.00","127.68","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","89’144’005.08","0.31","89’144’005.08","426’894.00","208.82","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’312’423.10","0.31","88’312’423.10","3’258’761.00","27.10","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","86’523’684.99","0.30","86’523’684.99","531’897.00","162.67","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","85’775’198.00","0.30","85’775’198.00","1’295’600.00","66.20","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","85’751’711.44","0.30","85’751’711.44","136’183.00","629.68","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","83’458’211.45","0.29","83’458’211.45","878’785.00","94.97","China","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","82’866’872.26","0.29","82’866’872.26","93’637.00","884.98","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","77’116’380.16","0.27","77’116’380.16","690’512.00","111.68","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","75’401’882.10","0.26","75’401’882.10","366’705.00","205.62","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","74’966’394.30","0.26","74’966’394.30","558’201.00","134.30","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","67’971’709.60","0.24","67’971’709.60","407’920.00","166.63","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","67’476’679.27","0.24","67’476’679.27","277’123.00","243.49","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","66’076’076.00","0.23","66’076’076.00","1’501’729.00","44.00","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","65’801’051.35","0.23","65’801’051.35","327’287.00","201.05","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","65’234’675.88","0.23","65’234’675.88","703’263.00","92.76","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’551’602.50","0.23","64’551’602.50","826’525.00","78.10","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","63’351’368.11","0.22","63’351’368.11","942’869.00","67.19","Spain","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","59’236’647.82","0.21","59’236’647.82","1’347’206.00","43.97","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","58’244’323.20","0.20","58’244’323.20","240’520.00","242.16","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","57’058’523.97","0.20","57’058’523.97","104’543.00","545.79","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","55’605’216.13","0.19","55’605’216.13","272’401.00","204.13","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","54’972’306.34","0.19","54’972’306.34","594’874.00","92.41","Netherlands","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","54’160’174.86","0.19","54’160’174.86","1’220’236.00","44.38","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","52’561’710.00","0.18","52’561’710.00","584’019.00","90.00","Canada","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","51’853’658.76","0.18","51’853’658.76","1’761’932.00","29.43","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","50’374’359.36","0.18","50’374’359.36","175’968.00","286.27","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","45’166’645.51","0.16","45’166’645.51","136’451.00","331.01","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","44’145’444.53","0.15","44’145’444.53","467’197.00","94.49","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","41’989’362.43","0.15","41’989’362.43","105’139.00","399.37","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","41’865’074.24","0.15","41’865’074.24","1’251’946.00","33.44","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","38’576’394.00","0.13","38’576’394.00","179’325.00","215.12","United Kingdom","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","37’105’553.52","0.13","37’105’553.52","212’408.00","174.69","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","36’608’364.00","0.13","36’608’364.00","284’050.00","128.88","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’582’141.45","0.13","36’582’141.45","1’566’687.00","23.35","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","36’295’267.21","0.13","36’295’267.21","590’071.00","61.51","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","33’534’693.45","0.12","33’534’693.45","515’205.00","65.09","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","31’971’801.60","0.11","31’971’801.60","622’080.00","51.40","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","30’502’773.76","0.11","30’502’773.76","177’838.00","171.52","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","30’431’242.90","0.11","30’431’242.90","284’006.00","107.15","United States","NASDAQ","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","23’560’182.45","0.08","23’560’182.45","166’845.00","141.21","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","20’277’927.21","0.07","20’277’927.21","20’277’927.00","1.00","Ireland","-","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’138’000.00","0.02","5’138’000.00","5’138’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","570’723.73","0.00","570’723.73","426’088.00","133.94","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","76.41","0.00","76.41","105.00","72.77","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","81’468’800.00","140.00","29’096.00","-","Index And Options Market","USD"
"USD","USD/EUR","Cash and/or Derivatives","FX","-29’043.27","0.00","-29’043.27","-32’248’064.00","1.16","European Union","-","EUR"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","-28’265’183.82","-0.10","-28’265’183.82","-24’278’632.00","116.42","European Union","-","EUR"
 
