Fund Holdings as of,"25/May/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","187’946’790.00","0.65","187’946’790.00","115’100.00","1’632.90","Netherlands","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","167’557’965.70","0.58","167’557’965.70","1’040’345.00","161.06","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","165’877’071.00","0.57","165’877’071.00","1’610’457.00","103.00","Canada","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","153’609’566.04","0.53","153’609’566.04","1’489’764.00","103.11","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","144’609’559.56","0.50","144’609’559.56","332’803.00","434.52","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","139’415’646.30","0.48","139’415’646.30","474’090.00","294.07","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","135’632’223.09","0.47","135’632’223.09","363’051.00","373.59","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","131’646’246.46","0.45","131’646’246.46","250’879.00","524.74","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","130’931’669.64","0.45","130’931’669.64","534’939.00","244.76","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","130’360’899.43","0.45","130’360’899.43","973’351.00","133.93","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","128’055’550.95","0.44","128’055’550.95","346’893.00","369.15","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","118’824’213.11","0.41","118’824’213.11","527’381.00","225.31","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","118’710’509.00","0.41","118’710’509.00","4’709’800.00","25.20","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","115’913’302.18","0.40","115’913’302.18","362’297.00","319.94","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","111’785’172.84","0.38","111’785’172.84","1’287’996.00","86.79","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","110’153’256.24","0.38","110’153’256.24","2’419’887.00","45.52","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","110’051’450.40","0.38","110’051’450.40","66’120.00","1’664.42","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","104’266’105.02","0.36","104’266’105.02","329’466.00","316.47","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","103’519’024.00","0.36","103’519’024.00","1’676’150.00","61.76","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","102’329’710.46","0.35","102’329’710.46","64’366.00","1’589.81","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","100’670’155.08","0.35","100’670’155.08","1’097’342.00","91.74","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","100’272’088.35","0.34","100’272’088.35","427’035.00","234.81","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","94’907’074.08","0.33","94’907’074.08","426’894.00","222.32","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","92’842’666.55","0.32","92’842’666.55","705’545.00","131.59","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","89’905’615.28","0.31","89’905’615.28","519’896.00","172.93","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","88’664’875.30","0.30","88’664’875.30","93’637.00","946.90","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’087’120.95","0.30","88’087’120.95","3’258’865.00","27.03","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","87’004’595.04","0.30","87’004’595.04","136’183.00","638.88","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","85’589’912.34","0.29","85’589’912.34","1’295’639.00","66.06","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","85’236’494.25","0.29","85’236’494.25","531’897.00","160.25","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","83’065’215.72","0.29","83’065’215.72","878’811.00","94.52","China","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","75’508’908.75","0.26","75’508’908.75","690’525.00","109.35","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","73’879’622.90","0.25","73’879’622.90","558’214.00","132.35","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","73’601’360.55","0.25","73’601’360.55","366’705.00","200.71","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","67’015’701.04","0.23","67’015’701.04","826’538.00","81.08","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","66’783’871.77","0.23","66’783’871.77","277’123.00","240.99","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","65’987’685.92","0.23","65’987’685.92","1’501’768.00","43.94","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","65’777’481.00","0.23","65’777’481.00","327’300.00","200.97","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","65’707’076.68","0.23","65’707’076.68","703’276.00","93.43","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","65’224’407.37","0.22","65’224’407.37","407’933.00","159.89","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","63’625’677.36","0.22","63’625’677.36","942’882.00","67.48","Spain","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","62’573’472.80","0.22","62’573’472.80","62’573’473.00","100.00","United States","-","USD"
"EXC","EXELON CORP","Utilities","Equity","62’283’136.35","0.21","62’283’136.35","1’347’245.00","46.23","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","58’478’217.91","0.20","58’478’217.91","104’543.00","559.37","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","57’332’238.47","0.20","57’332’238.47","272’401.00","210.47","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","55’990’764.44","0.19","55’990’764.44","594’887.00","94.12","Netherlands","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","54’964’905.75","0.19","54’964’905.75","179’325.00","306.51","United Kingdom","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","54’730’326.00","0.19","54’730’326.00","240’520.00","227.55","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","53’972’763.25","0.19","53’972’763.25","1’220’275.00","44.23","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","52’341’681.60","0.18","52’341’681.60","175’968.00","297.45","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","51’308’974.08","0.18","51’308’974.08","1’761’984.00","29.12","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","50’144’987.52","0.17","50’144’987.52","584’032.00","85.86","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","45’319’370.00","0.16","45’319’370.00","467’210.00","97.00","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","44’611’289.94","0.15","44’611’289.94","136’451.00","326.94","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","42’304’606.94","0.15","42’304’606.94","1’251’986.00","33.79","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","40’583’654.00","0.14","40’583’654.00","105’139.00","386.00","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","38’739’217.77","0.13","38’739’217.77","212’421.00","182.37","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","37’901’930.31","0.13","37’901’930.31","590’097.00","64.23","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","37’272’411.54","0.13","37’272’411.54","1’566’726.00","23.79","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","37’146’280.50","0.13","37’146’280.50","515’205.00","72.10","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","36’398’167.00","0.13","36’398’167.00","284’050.00","128.14","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","32’815’405.75","0.11","32’815’405.75","622’093.00","52.75","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","30’432’084.61","0.10","30’432’084.61","177’851.00","171.11","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","30’172’797.44","0.10","30’172’797.44","284’006.00","106.24","United States","NASDAQ","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","24’219’438.70","0.08","24’219’438.70","166’858.00","145.15","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","21’962’030.83","0.08","21’962’030.83","21’962’031.00","1.00","Ireland","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","6’932’654.81","0.02","6’932’654.81","5’954’866.00","116.42","European Union","-","EUR"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’724’000.00","0.02","5’724’000.00","5’724’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","575’282.88","0.00","575’282.88","426’088.00","135.01","United Kingdom","-","GBP"
"USD","USD/EUR","Cash and/or Derivatives","FX","9’351.66","0.00","9’351.66","-2’501’999.00","1.16","European Union","-","EUR"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","76.08","0.00","76.08","105.00","72.46","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","92’223’300.00","156.00","29’558.75","-","Index And Options Market","USD"
"USD","USD/EUR","Cash and/or Derivatives","FX","-18’794.26","0.00","-18’794.26","5’003’998.00","1.16","European Union","-","EUR"
 
