Fund Holdings as of,"28/May/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","71’390’908.06","0.24","71’390’908.06","367’729.00","194.14","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","67’733’170.40","0.23","67’733’170.40","705’260.00","96.04","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","67’409’634.24","0.23","67’409’634.24","1’506’024.00","44.76","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","66’957’836.45","0.22","66’957’836.45","277’891.00","240.95","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’023’062.20","0.22","66’023’062.20","328’228.00","201.15","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","65’696’553.24","0.22","65’696’553.24","828’874.00","79.26","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","64’580’245.40","0.22","64’580’245.40","945’538.00","68.30","Spain","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","62’475’124.22","0.21","62’475’124.22","62’475’124.00","100.00","United States","-","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","62’033’649.40","0.21","62’033’649.40","409’085.00","151.64","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","61’582’454.30","0.21","61’582’454.30","1’351’085.00","45.58","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","60’332’105.34","0.20","60’332’105.34","273’169.00","220.86","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","60’293’950.99","0.20","60’293’950.99","179’837.00","335.27","United Kingdom","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","59’547’152.93","0.20","59’547’152.93","104’831.00","568.03","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","55’058’645.07","0.18","55’058’645.07","596’583.00","92.29","Netherlands","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","54’408’502.98","0.18","54’408’502.98","1’223’763.00","44.46","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","53’827’226.88","0.18","53’827’226.88","176’448.00","305.06","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","53’080’920.32","0.18","53’080’920.32","1’767’008.00","30.04","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","52’548’501.04","0.18","52’548’501.04","241’192.00","217.87","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","49’485’455.04","0.17","49’485’455.04","585’696.00","84.49","Canada","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","46’316’189.64","0.15","46’316’189.64","105’427.00","439.32","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","44’748’536.22","0.15","44’748’536.22","468’522.00","95.51","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","43’752’991.25","0.15","43’752’991.25","136’835.00","319.75","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","41’784’304.64","0.14","41’784’304.64","1’255’538.00","33.28","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","38’446’627.78","0.13","38’446’627.78","1’571’174.00","24.47","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","37’374’099.30","0.13","37’374’099.30","516’645.00","72.34","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","37’200’107.98","0.12","37’200’107.98","591’793.00","62.86","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","37’033’348.50","0.12","37’033’348.50","284’850.00","130.01","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","33’594’484.05","0.11","33’594’484.05","623’853.00","53.85","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","30’864’426.22","0.10","30’864’426.22","284’806.00","108.37","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","30’824’693.66","0.10","30’824’693.66","178’363.00","172.82","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","27’702’291.16","0.09","27’702’291.16","213’029.00","130.04","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","24’798’131.08","0.08","24’798’131.08","24’798’131.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","24’642’193.88","0.08","24’642’193.88","167’338.00","147.26","United States","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’711’000.00","0.02","5’711’000.00","5’711’000.00","100.00","United States","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’423’187.78","0.01","4’423’187.78","3’797’543.00","116.48","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","572’257.65","0.00","572’257.65","426’088.00","134.31","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.99","0.00","75.99","105.00","72.37","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","94’557’840.00","156.00","30’307.00","-","Index And Options Market","USD"
 
